strategy,observations,cagr,annualized_volatility,annualized_mean_over_volatility_rf0,max_drawdown,terminal_wealth,gross_annualized_volatility,annual_traded_notional,annual_cost_fraction_sum,period,first_date,last_date,daily_return_correlation_with_reference,variant,lookback,n_components,weight_cap,cost_bps,pca_space
Sample GMV,416,0.045659187244,0.0320260687729,1.41019333709,-0.024658716765,1.07648789101,0.0320260687729,0.302462759009,0,historical_test,2025-01-02,2026-08-31,0.795727491772,cost_0bps,504,3,0.3,0,covariance
Ledoit-Wolf GMV,416,0.0468899697638,0.0321307477854,1.44232086262,-0.0246393669058,1.0785803617,0.0321307477854,0.307580960593,0,historical_test,2025-01-02,2026-08-31,0.799544964531,cost_0bps,504,3,0.3,0,covariance
PCA GMV,416,0.0451064258655,0.0314475833989,1.41873468094,-0.0224288526088,1.07554865495,0.0314475833989,0.364939513569,0,historical_test,2025-01-02,2026-08-31,0.799164807301,cost_0bps,504,3,0.3,0,covariance
AOM buy & hold,416,0.115560458553,0.0793950348402,1.4172185623,-0.0654254516627,1.19784694058,,,,historical_test,2025-01-02,2026-08-31,1,cost_0bps,504,3,0.3,0,covariance
Equal weight,1527,0.0734377029015,0.0940229810983,0.800770462804,-0.220180065692,1.53636012215,0.0940267656968,0.428531050375,0.000428531050375,all_oos,2020-08-03,2026-08-31,0.959381891803,cost_10bps,504,3,0.3,10,covariance
Inverse volatility,1527,0.0375568935036,0.0551420507238,0.696201446704,-0.155816390771,1.2503298848,0.055144481833,0.409852650085,0.000409852650085,all_oos,2020-08-03,2026-08-31,0.921878229409,cost_10bps,504,3,0.3,10,covariance
Sample GMV,1527,0.0163198408454,0.0388222046929,0.436387462593,-0.123784438109,1.10306448206,0.0388216171727,0.413189519195,0.000413189519195,all_oos,2020-08-03,2026-08-31,0.731234486215,cost_10bps,504,3,0.3,10,covariance
Ledoit-Wolf GMV,1527,0.0165020348912,0.0388395070104,0.440825780243,-0.124572373795,1.10426326384,0.0388391125255,0.417161680053,0.000417161680053,all_oos,2020-08-03,2026-08-31,0.732947626625,cost_10bps,504,3,0.3,10,covariance
PCA GMV,1527,0.0154309085285,0.0389083796908,0.41301626045,-0.129879077826,1.09723114852,0.0389097472747,0.451731408488,0.000451731408488,all_oos,2020-08-03,2026-08-31,0.736104858256,cost_10bps,504,3,0.3,10,covariance
AOM buy & hold,1527,0.0586861982289,0.0797806683363,0.7547458151,-0.199571688009,1.41279044578,,,,all_oos,2020-08-03,2026-08-31,1,cost_10bps,504,3,0.3,10,covariance
Equal weight,1111,0.0459731320446,0.0936167473618,0.526934078411,-0.220180065692,1.21916011052,0.0936224390967,0.491280230018,0.000491280230018,development,2020-08-03,2024-12-31,0.963616839324,cost_10bps,504,3,0.3,10,covariance
Inverse volatility,1111,0.0197314422086,0.05601327353,0.37681821251,-0.155816390771,1.08996273128,0.0560175531827,0.462384771336,0.000462384771336,development,2020-08-03,2024-12-31,0.915516538288,cost_10bps,504,3,0.3,10,covariance
Sample GMV,1111,0.00566104463456,0.0410707566508,0.157960371207,-0.123784438109,1.02519992205,0.0410718421776,0.454668777624,0.000454668777624,development,2020-08-03,2024-12-31,0.717136590151,cost_10bps,504,3,0.3,10,covariance
Ledoit-Wolf GMV,1111,0.00546779010569,0.0410614330998,0.153306377557,-0.124572373795,1.02433164585,0.0410626105475,0.458215668844,0.000458215668844,development,2020-08-03,2024-12-31,0.718049215754,cost_10bps,504,3,0.3,10,covariance
PCA GMV,1111,0.00467466073666,0.0413497974768,0.133440357478,-0.129879077826,1.02077413629,0.0413522613819,0.48425647546,0.00048425647546,development,2020-08-03,2024-12-31,0.723824300416,cost_10bps,504,3,0.3,10,covariance
AOM buy & hold,1111,0.0381445733431,0.0799252558436,0.508334985547,-0.199571688009,1.17944154459,,,,development,2020-08-03,2024-12-31,1,cost_10bps,504,3,0.3,10,covariance
Equal weight,416,0.150373280477,0.0950748219456,1.52116081854,-0.0780662802399,1.26017912568,0.095074263167,0.260948505704,0.000260948505704,historical_test,2025-01-02,2026-08-31,0.948234958308,cost_10bps,504,3,0.3,10,covariance
Inverse volatility,416,0.0867050838582,0.0527001310402,1.60431535122,-0.0409351421595,1.14713085954,0.0526979902095,0.269556528187,0.000269556528187,historical_test,2025-01-02,2026-08-31,0.940933003711,cost_10bps,504,3,0.3,10,covariance
Sample GMV,416,0.0453430089888,0.0320318825711,1.40050037174,-0.0246820420683,1.07595061055,0.0320260687729,0.302411980457,0.000302411980457,historical_test,2025-01-02,2026-08-31,0.795700458035,cost_10bps,504,3,0.3,10,covariance
Ledoit-Wolf GMV,416,0.0465680742569,0.0321359860977,1.43251975916,-0.0246591281532,1.07803294793,0.0321307477854,0.307519897491,0.000307519897491,historical_test,2025-01-02,2026-08-31,0.799536886473,cost_10bps,504,3,0.3,10,covariance
PCA GMV,416,0.0447251606038,0.0314496013064,1.40704170456,-0.022436994629,1.07490100847,0.0314475833989,0.364867587799,0.000364867587799,historical_test,2025-01-02,2026-08-31,0.799261878996,cost_10bps,504,3,0.3,10,covariance
AOM buy & hold,416,0.115560458553,0.0793950348402,1.4172185623,-0.0654254516627,1.19784694058,,,,historical_test,2025-01-02,2026-08-31,1,cost_10bps,504,3,0.3,10,covariance
Equal weight,1527,0.0736677492687,0.0940246466492,0.803037611845,-0.220071824415,1.53835632887,0.0940267656968,0.428620453304,0.000214310226652,all_oos,2020-08-03,2026-08-31,0.959376967233,cap_20pct,504,3,0.2,5,covariance
Inverse volatility,1527,0.0420246189899,0.0624467907365,0.690448954886,-0.171263037332,1.28331137598,0.0624484940532,0.418094797258,0.000209047398629,all_oos,2020-08-03,2026-08-31,0.931753225882,cap_20pct,504,3,0.2,5,covariance
Sample GMV,1527,0.0289279851763,0.0532891907301,0.561795636661,-0.152452644569,1.18863106965,0.0532908274303,0.568688955485,0.000284344477743,all_oos,2020-08-03,2026-08-31,0.786470711736,cap_20pct,504,3,0.2,5,covariance
Ledoit-Wolf GMV,1527,0.028988934882,0.0532929572862,0.562871502678,-0.15284783887,1.18905778404,0.0532946953681,0.566199820706,0.000283099910362,all_oos,2020-08-03,2026-08-31,0.788850038351,cap_20pct,504,3,0.2,5,covariance
PCA GMV,1527,0.0264743335869,0.0540416181183,0.510537507055,-0.164089035532,1.17155868836,0.054045420093,0.676591964801,0.000338295982401,all_oos,2020-08-03,2026-08-31,0.792337795059,cap_20pct,504,3,0.2,5,covariance
AOM buy & hold,1527,0.0587734935716,0.0797796468335,0.755788212319,-0.199571688009,1.41349648798,,,,all_oos,2020-08-03,2026-08-31,1,cap_20pct,504,3,0.2,5,covariance
Equal weight,1111,0.0462301253454,0.0936192832995,0.529546911189,-0.220071824415,1.22048127655,0.0936224390967,0.491400123268,0.000245700061634,development,2020-08-03,2024-12-31,0.96361418251,cap_20pct,504,3,0.2,5,covariance
Inverse volatility,1111,0.0227317124597,0.0633031640798,0.386701238581,-0.171263037332,1.10417218009,0.0633059706454,0.470211204616,0.000235105602308,development,2020-08-03,2024-12-31,0.927413539718,cap_20pct,504,3,0.2,5,covariance
Sample GMV,1111,0.0135392824844,0.055080766905,0.271675565264,-0.152452644569,1.06108351159,0.055083937257,0.653122329458,0.000326561164729,development,2020-08-03,2024-12-31,0.771588652627,cap_20pct,504,3,0.2,5,covariance
Ledoit-Wolf GMV,1111,0.0134553606672,0.0550827999034,0.270164313223,-0.15284783887,1.06069622176,0.0550860842398,0.641051488627,0.000320525744313,development,2020-08-03,2024-12-31,0.774200995254,cap_20pct,504,3,0.2,5,covariance
PCA GMV,1111,0.0123060462765,0.0561176058578,0.245987040889,-0.164089035532,1.0554032535,0.0561238616957,0.712959643722,0.000356479821861,development,2020-08-03,2024-12-31,0.778318788532,cap_20pct,504,3,0.2,5,covariance
AOM buy & hold,1111,0.0382622291436,0.0799239641749,0.509760065295,-0.199571688009,1.18003097065,,,,development,2020-08-03,2024-12-31,1,cap_20pct,504,3,0.2,5,covariance
Equal weight,416,0.150523382562,0.0950745343517,1.52253822826,-0.0780455778463,1.26045057669,0.095074263167,0.260956478954,0.000130478239477,historical_test,2025-01-02,2026-08-31,0.948223486589,cap_20pct,504,3,0.2,5,covariance
Inverse volatility,416,0.0953523625971,0.060061789306,1.54656420934,-0.0478230563656,1.16223846165,0.060060705239,0.278908911262,0.000139454455631,historical_test,2025-01-02,2026-08-31,0.944645654337,cap_20pct,504,3,0.2,5,covariance
Sample GMV,416,0.0711811361224,0.048151186026,1.45223951888,-0.0368565039919,1.12020501372,0.0481486583999,0.343195016821,0.00017159750841,historical_test,2025-01-02,2026-08-31,0.836544320922,cap_20pct,504,3,0.2,5,covariance
Ledoit-Wolf GMV,416,0.0716510301806,0.0481585617323,1.46113431169,-0.0368798823625,1.12101632838,0.0481560448178,0.366295486425,0.000183147743245,historical_test,2025-01-02,2026-08-31,0.838211051452,cap_20pct,504,3,0.2,5,covariance
PCA GMV,416,0.0652927751826,0.048046309397,1.34054743449,-0.0354307164658,1.11005787076,0.0480426949435,0.579465783838,0.000289732891919,historical_test,2025-01-02,2026-08-31,0.842501747331,cap_20pct,504,3,0.2,5,covariance
AOM buy & hold,416,0.115560458553,0.0793950348402,1.4172185623,-0.0654254516627,1.19784694058,,,,historical_test,2025-01-02,2026-08-31,1,cap_20pct,504,3,0.2,5,covariance
Equal weight,1527,0.0736677492687,0.0940246466492,0.803037611845,-0.220071824415,1.53835632887,0.0940267656968,0.428620453304,0.000214310226652,all_oos,2020-08-03,2026-08-31,0.959376967233,cap_50pct,504,3,0.5,5,covariance
Inverse volatility,1527,0.0368433260603,0.0500867834358,0.747425041974,-0.134690739252,1.24512836005,0.05008799363,0.422702364693,0.000211351182347,all_oos,2020-08-03,2026-08-31,0.907129809048,cap_50pct,504,3,0.5,5,covariance
Sample GMV,1527,0.0138809412589,0.0281507448597,0.503777291838,-0.099495752952,1.08712159471,0.0281509979102,0.314264896495,0.000157132448309,all_oos,2020-08-03,2026-08-31,0.613334175161,cap_50pct,504,3,0.5,5,covariance
Ledoit-Wolf GMV,1527,0.0155257143052,0.0286138822145,0.552734895456,-0.10022446948,1.09785205133,0.0286139322479,0.398717627002,0.000199358813501,all_oos,2020-08-03,2026-08-31,0.648524209665,cap_50pct,504,3,0.5,5,covariance
PCA GMV,1527,0.0138916089847,0.0282046023769,0.503242171654,-0.100726480847,1.08719090745,0.028206280868,0.403492443579,0.000201746221789,all_oos,2020-08-03,2026-08-31,0.614206685607,cap_50pct,504,3,0.5,5,covariance
AOM buy & hold,1527,0.0587734935716,0.0797796468335,0.755788212319,-0.199571688009,1.41349648798,,,,all_oos,2020-08-03,2026-08-31,1,cap_50pct,504,3,0.5,5,covariance
Equal weight,1111,0.0462301253454,0.0936192832995,0.529546911189,-0.220071824415,1.22048127655,0.0936224390967,0.491400123268,0.000245700061634,development,2020-08-03,2024-12-31,0.96361418251,cap_50pct,504,3,0.5,5,covariance
Inverse volatility,1111,0.0199057450361,0.0500119600099,0.419097193973,-0.134690739252,1.09078434997,0.0500140941405,0.468851447743,0.000234425723872,development,2020-08-03,2024-12-31,0.895156473638,cap_50pct,504,3,0.5,5,covariance
Sample GMV,1111,0.00723031678002,0.0304635366441,0.251705221055,-0.099495752952,1.03227161935,0.030464321702,0.365158787347,0.000182579393759,development,2020-08-03,2024-12-31,0.606138744819,cap_50pct,504,3,0.5,5,covariance
Ledoit-Wolf GMV,1111,0.00792411912433,0.0307634814285,0.271933714299,-0.10022446948,1.03541013519,0.0307643795053,0.44164543944,0.00022082271972,development,2020-08-03,2024-12-31,0.636441462097,cap_50pct,504,3,0.5,5,covariance
PCA GMV,1111,0.00682184814476,0.0305549627739,0.237767908646,-0.100726480847,1.03042729522,0.0305570052575,0.465505789782,0.000232752894891,development,2020-08-03,2024-12-31,0.605346429172,cap_50pct,504,3,0.5,5,covariance
AOM buy & hold,1111,0.0382622291436,0.0799239641749,0.509760065295,-0.199571688009,1.18003097065,,,,development,2020-08-03,2024-12-31,1,cap_50pct,504,3,0.5,5,covariance
Equal weight,416,0.150523382562,0.0950745343517,1.52253822826,-0.0780455778463,1.26045057669,0.095074263167,0.260956478954,0.000130478239477,historical_test,2025-01-02,2026-08-31,0.948223486589,cap_50pct,504,3,0.5,5,covariance
Inverse volatility,416,0.0834695838842,0.0502411960532,1.62095619041,-0.0396333914692,1.14149818897,0.050240245608,0.299453251068,0.000149726625534,historical_test,2025-01-02,2026-08-31,0.939094829168,cap_50pct,504,3,0.5,5,covariance
Sample GMV,416,0.0318586220668,0.0207395805423,1.52260244391,-0.0158387545612,1.0531352159,0.0207380704638,0.178343952416,8.91719762079e-05,historical_test,2025-01-02,2026-08-31,0.675788807272,cap_50pct,504,3,0.5,5,covariance
Ledoit-Wolf GMV,416,0.0361092792214,0.0218442375512,1.63489840537,-0.0178681596961,1.06030645636,0.0218413808602,0.284071474072,0.000142035737036,historical_test,2025-01-02,2026-08-31,0.722255720902,cap_50pct,504,3,0.5,5,covariance
PCA GMV,416,0.0330169102081,0.0206434499931,1.58394971812,-0.0159297983151,1.05508745012,0.0206442017607,0.237875069463,0.000118937534732,historical_test,2025-01-02,2026-08-31,0.684989430643,cap_50pct,504,3,0.5,5,covariance
AOM buy & hold,416,0.115560458553,0.0793950348402,1.4172185623,-0.0654254516627,1.19784694058,,,,historical_test,2025-01-02,2026-08-31,1,cap_50pct,504,3,0.5,5,covariance
