strategy,observations,cagr,annualized_volatility,annualized_mean_over_volatility_rf0,max_drawdown,terminal_wealth,gross_annualized_volatility,annual_traded_notional,annual_cost_fraction_sum,period,first_date,last_date,daily_return_correlation_with_reference,variant,lookback,n_components,weight_cap,cost_bps,pca_space
SPY buy & hold,416,0.189214251123,0.173152496415,1.08678108891,-0.187552262606,1.33118649644,,,,historical_test,2025-01-02,2026-08-31,1,cost_0bps,504,3,0.3,0,covariance
Equal weight,1527,0.147871731722,0.145560939445,1.02044627093,-0.192720559523,2.30635016674,0.145563508959,0.500981343329,0.000500981343329,all_oos,2020-08-03,2026-08-31,0.93426480615,cost_10bps,504,3,0.3,10,covariance
Inverse volatility,1527,0.134114067242,0.140822841422,0.964307271523,-0.201122860353,2.14384706654,0.140825157867,0.497077841246,0.000497077841246,all_oos,2020-08-03,2026-08-31,0.923227275722,cost_10bps,504,3,0.3,10,covariance
Sample GMV,1527,0.0850976222704,0.125841742186,0.712053977736,-0.178580958758,1.64030311555,0.125843404219,0.867668485901,0.000867668485901,all_oos,2020-08-03,2026-08-31,0.789947952974,cost_10bps,504,3,0.3,10,covariance
Ledoit-Wolf GMV,1527,0.0871875615726,0.125477798759,0.729094043959,-0.176620056748,1.65954040543,0.125479243019,0.850635112346,0.000850635112346,all_oos,2020-08-03,2026-08-31,0.792350021278,cost_10bps,504,3,0.3,10,covariance
PCA GMV,1527,0.0861950736576,0.124937027353,0.724394302753,-0.173021540373,1.65038148686,0.124937127674,0.800977457244,0.000800977457244,all_oos,2020-08-03,2026-08-31,0.79119635332,cost_10bps,504,3,0.3,10,covariance
SPY buy & hold,1527,0.165597051546,0.167409687347,0.999123860573,-0.244963938609,2.5307652225,,,,all_oos,2020-08-03,2026-08-31,1,cost_10bps,504,3,0.3,10,covariance
Equal weight,1111,0.143366497497,0.149538205819,0.970953872876,-0.192720559523,1.80519450744,0.149543073559,0.558508658882,0.000558508658882,development,2020-08-03,2024-12-31,0.952026688329,cost_10bps,504,3,0.3,10,covariance
Inverse volatility,1111,0.129158526568,0.14452020688,0.913000429597,-0.201122860353,1.70837103529,0.144524971135,0.550731384314,0.000550731384314,development,2020-08-03,2024-12-31,0.950430068015,cost_10bps,504,3,0.3,10,covariance
Sample GMV,1111,0.0774797438606,0.127869789799,0.647649478287,-0.178580958758,1.38957835274,0.127878630661,0.891297321598,0.000891297321598,development,2020-08-03,2024-12-31,0.850489419581,cost_10bps,504,3,0.3,10,covariance
Ledoit-Wolf GMV,1111,0.0791071345769,0.127545142859,0.660808644539,-0.176620056748,1.39885513073,0.127553240948,0.846245128368,0.000846245128368,development,2020-08-03,2024-12-31,0.851613947329,cost_10bps,504,3,0.3,10,covariance
PCA GMV,1111,0.0777375960739,0.127075430408,0.652780129834,-0.173021540373,1.39104503299,0.127081773331,0.802286222122,0.000802286222122,development,2020-08-03,2024-12-31,0.845399587834,cost_10bps,504,3,0.3,10,covariance
SPY buy & hold,1111,0.156875081481,0.165285030952,0.964584248705,-0.244963938609,1.90113498692,,,,development,2020-08-03,2024-12-31,1,cost_10bps,504,3,0.3,10,covariance
Equal weight,416,0.159990943851,0.134533806926,1.17043906353,-0.150063827339,1.27761864842,0.134529613362,0.347344690492,0.000347344690492,historical_test,2025-01-02,2026-08-31,0.891877929765,cost_10bps,504,3,0.3,10,covariance
Inverse volatility,416,0.147455558604,0.130600254275,1.11850616795,-0.141514823033,1.25490717312,0.130595399122,0.353786768294,0.000353786768294,historical_test,2025-01-02,2026-08-31,0.853825796085,cost_10bps,504,3,0.3,10,covariance
Sample GMV,416,0.105707520508,0.12040044811,0.894876096564,-0.113835692137,1.18043226013,0.120381773805,0.804563590564,0.000804563590564,historical_test,2025-01-02,2026-08-31,0.629051811249,cost_10bps,504,3,0.3,10,covariance
Ledoit-Wolf GMV,416,0.109065557767,0.119922884011,0.923258243942,-0.113774249731,1.18635616296,0.119905393788,0.862359324363,0.000862359324363,historical_test,2025-01-02,2026-08-31,0.634787964437,cost_10bps,504,3,0.3,10,covariance
PCA GMV,416,0.109108970663,0.119177361182,0.928623270636,-0.115593713392,1.18643282405,0.119159661598,0.797482174121,0.000797482174121,historical_test,2025-01-02,2026-08-31,0.647159581886,cost_10bps,504,3,0.3,10,covariance
SPY buy & hold,416,0.189214251123,0.173152496415,1.08678108891,-0.187552262606,1.33118649644,,,,historical_test,2025-01-02,2026-08-31,1,cost_10bps,504,3,0.3,10,covariance
Equal weight,1527,0.148159321545,0.1455620744,1.02216137256,-0.192631314576,2.3098538042,0.145563508959,0.501073533027,0.000250536766513,all_oos,2020-08-03,2026-08-31,0.934265824655,cap_20pct,504,3,0.2,5,covariance
Inverse volatility,1527,0.134395996118,0.140823844985,0.96606731495,-0.201004664611,2.14707844809,0.140825157867,0.497169913249,0.000248584956624,all_oos,2020-08-03,2026-08-31,0.923228739182,cap_20pct,504,3,0.2,5,covariance
Sample GMV,1527,0.103697112,0.130110632859,0.823558796661,-0.204286615448,1.81823505496,0.130110400825,0.908164931289,0.000454082465644,all_oos,2020-08-03,2026-08-31,0.838672320985,cap_20pct,504,3,0.2,5,covariance
Ledoit-Wolf GMV,1527,0.102916320775,0.130233003501,0.81747137388,-0.205920100932,1.81045475465,0.130233185987,0.904300855737,0.000452150427869,all_oos,2020-08-03,2026-08-31,0.83975377618,cap_20pct,504,3,0.2,5,covariance
PCA GMV,1527,0.10516796817,0.129750926956,0.835755205766,-0.202384922179,1.8329674427,0.129750820514,0.929496349587,0.000464748174793,all_oos,2020-08-03,2026-08-31,0.844707807362,cap_20pct,504,3,0.2,5,covariance
SPY buy & hold,1527,0.165693162362,0.16740899134,0.999620169066,-0.244963938609,2.53202997273,,,,all_oos,2020-08-03,2026-08-31,1,cap_20pct,504,3,0.2,5,covariance
Equal weight,1111,0.143685864553,0.14954044244,0.972810173702,-0.192631314576,1.80741857985,0.149543073559,0.558629830918,0.000279314915459,development,2020-08-03,2024-12-31,0.952025455339,cap_20pct,504,3,0.2,5,covariance
Inverse volatility,1111,0.129469530727,0.144522385302,0.914895289513,-0.201004664611,1.71044647856,0.144524971135,0.550856121229,0.000275428060615,development,2020-08-03,2024-12-31,0.950428732044,cap_20pct,504,3,0.2,5,covariance
Sample GMV,1111,0.0929648143809,0.13313857737,0.734395395158,-0.204286615448,1.4798041282,0.133141042403,0.88877073365,0.000444385366825,development,2020-08-03,2024-12-31,0.890162016954,cap_20pct,504,3,0.2,5,covariance
Ledoit-Wolf GMV,1111,0.0922389528149,0.13325958805,0.728863290387,-0.205920100932,1.47547626249,0.13326240741,0.898898271323,0.000449449135662,development,2020-08-03,2024-12-31,0.89117035042,cap_20pct,504,3,0.2,5,covariance
PCA GMV,1111,0.0936551129294,0.133027755091,0.739648069646,-0.202384922179,1.48392905279,0.133029889329,0.938774403704,0.000469387201852,development,2020-08-03,2024-12-31,0.894158895421,cap_20pct,504,3,0.2,5,covariance
SPY buy & hold,1111,0.157006193339,0.165284083068,0.965274912526,-0.244963938609,1.90208507936,,,,development,2020-08-03,2024-12-31,1,cap_20pct,504,3,0.2,5,covariance
Equal weight,416,0.160192415846,0.13453170074,1.17174698058,-0.150040682341,1.27798498364,0.134529613362,0.347359477841,0.000173679738921,historical_test,2025-01-02,2026-08-31,0.891888024177,cap_20pct,504,3,0.2,5,covariance
Inverse volatility,416,0.147658555947,0.130597816563,1.11987987281,-0.141488004615,1.25527368147,0.130595399122,0.353791602993,0.000176895801497,historical_test,2025-01-02,2026-08-31,0.853837117076,cap_20pct,504,3,0.2,5,covariance
Sample GMV,416,0.132878953588,0.121795430288,1.08540788873,-0.124684046424,1.22869981257,0.121787283115,0.959960492771,0.000479980246386,historical_test,2025-01-02,2026-08-31,0.700633337568,cap_20pct,504,3,0.2,5,covariance
Ledoit-Wolf GMV,416,0.131946489358,0.121922439408,1.07764489967,-0.12484475277,1.22703075656,0.121914906644,0.918729392477,0.000459364696239,historical_test,2025-01-02,2026-08-31,0.701933903591,cap_20pct,504,3,0.2,5,covariance
PCA GMV,416,0.136512578197,0.120701297219,1.12070353056,-0.127208494476,1.23521231642,0.1206946008,0.904717700249,0.000452358850125,historical_test,2025-01-02,2026-08-31,0.711994804832,cap_20pct,504,3,0.2,5,covariance
SPY buy & hold,416,0.189214251123,0.173152496415,1.08678108891,-0.187552262606,1.33118649644,,,,historical_test,2025-01-02,2026-08-31,1,cap_20pct,504,3,0.2,5,covariance
Equal weight,1527,0.148159321545,0.1455620744,1.02216137256,-0.192631314576,2.3098538042,0.145563508959,0.501073533027,0.000250536766513,all_oos,2020-08-03,2026-08-31,0.934265824655,cap_50pct,504,3,0.5,5,covariance
Inverse volatility,1527,0.134395996118,0.140823844985,0.96606731495,-0.201004664611,2.14707844809,0.140825157867,0.497169913249,0.000248584956624,all_oos,2020-08-03,2026-08-31,0.923228739182,cap_50pct,504,3,0.5,5,covariance
Sample GMV,1527,0.0796104456943,0.121796655282,0.689960859303,-0.150967011322,1.59067937709,0.121795796942,0.793370882385,0.000396685441192,all_oos,2020-08-03,2026-08-31,0.726186584401,cap_50pct,504,3,0.5,5,covariance
Ledoit-Wolf GMV,1527,0.0810731414083,0.121697864207,0.701553813121,-0.152472983752,1.60378316158,0.121697657216,0.804291293426,0.000402145646713,all_oos,2020-08-03,2026-08-31,0.736805744151,cap_50pct,504,3,0.5,5,covariance
PCA GMV,1527,0.0804969480841,0.121543381829,0.697904923049,-0.151845075749,1.59861052758,0.121542630963,0.756040768407,0.000378020384204,all_oos,2020-08-03,2026-08-31,0.720367819724,cap_50pct,504,3,0.5,5,covariance
SPY buy & hold,1527,0.165693162362,0.16740899134,0.999620169066,-0.244963938609,2.53202997273,,,,all_oos,2020-08-03,2026-08-31,1,cap_50pct,504,3,0.5,5,covariance
Equal weight,1111,0.143685864553,0.14954044244,0.972810173702,-0.192631314576,1.80741857985,0.149543073559,0.558629830918,0.000279314915459,development,2020-08-03,2024-12-31,0.952025455339,cap_50pct,504,3,0.5,5,covariance
Inverse volatility,1111,0.129469530727,0.144522385302,0.914895289513,-0.201004664611,1.71044647856,0.144524971135,0.550856121229,0.000275428060615,development,2020-08-03,2024-12-31,0.950428732044,cap_50pct,504,3,0.5,5,covariance
Sample GMV,1111,0.0748399503178,0.122269046233,0.651534657967,-0.150967011322,1.37463170742,0.122271005571,0.712356538851,0.000356178269426,development,2020-08-03,2024-12-31,0.787413949414,cap_50pct,504,3,0.5,5,covariance
Ledoit-Wolf GMV,1111,0.0749655487522,0.122504284222,0.651476682047,-0.152472983752,1.375340023,0.12250690833,0.731067282297,0.000365533641148,development,2020-08-03,2024-12-31,0.796573879974,cap_50pct,504,3,0.5,5,covariance
PCA GMV,1111,0.0755232311274,0.122039495304,0.657738750072,-0.151845075749,1.37848849598,0.122041462191,0.656246004644,0.000328123002322,development,2020-08-03,2024-12-31,0.783688160142,cap_50pct,504,3,0.5,5,covariance
SPY buy & hold,1111,0.157006193339,0.165284083068,0.965274912526,-0.244963938609,1.90208507936,,,,development,2020-08-03,2024-12-31,1,cap_50pct,504,3,0.5,5,covariance
Equal weight,416,0.160192415846,0.13453170074,1.17174698058,-0.150040682341,1.27798498364,0.134529613362,0.347359477841,0.000173679738921,historical_test,2025-01-02,2026-08-31,0.891888024177,cap_50pct,504,3,0.5,5,covariance
Inverse volatility,416,0.147658555947,0.130597816563,1.11987987281,-0.141488004615,1.25527368147,0.130595399122,0.353791602993,0.000176895801497,historical_test,2025-01-02,2026-08-31,0.853837117076,cap_50pct,504,3,0.5,5,covariance
Sample GMV,416,0.0924549173811,0.12066916534,0.79317848572,-0.109456655087,1.15716767517,0.120660612154,1.0097337085,0.000504866854252,historical_test,2025-01-02,2026-08-31,0.568707951666,cap_50pct,504,3,0.5,5,covariance
Ledoit-Wolf GMV,416,0.0975551546416,0.119658352587,0.837804906309,-0.109815830448,1.1660993898,0.119650326449,0.999848688534,0.000499924344267,historical_test,2025-01-02,2026-08-31,0.581863919721,cap_50pct,504,3,0.5,5,covariance
PCA GMV,416,0.0938931508138,0.120350979079,0.805911970775,-0.108055418776,1.15968361887,0.120342782166,1.02255995721,0.000511279978604,historical_test,2025-01-02,2026-08-31,0.5573647937,cap_50pct,504,3,0.5,5,covariance
SPY buy & hold,416,0.189214251123,0.173152496415,1.08678108891,-0.187552262606,1.33118649644,,,,historical_test,2025-01-02,2026-08-31,1,cap_50pct,504,3,0.5,5,covariance
